ModelReleaseYear,Make,ModelReleaseVersion,Model,Variant,EngineDisplacement,EngineConfiguration,EngineInduction,FwdGearsNo,TransmissionTypeDescription,SideDoorNo,SeatingCapacity,BodyStyle,DrivingWheelsNo,FuelType,CO2EmissionsCombined,CO2EmissionsUrban,CO2EmissionsExtraUrban,FuelConsumptionCombined,FuelConsumptionUrban,FuelConsumptionExtraUrban,EnergyConsumptionWhkm,ElectricRangeKm,AirPollutionStandard,StationaryNoiseData,TestSpeed,IsCurrentModel,ModelEndYear,FuelLifeCycleCO2,AnnualTailpipeCO2,Test Cycle,AnnualFuelCost
2024,Smart,,#1,Premium,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,168,440,Pure EV,,,Yes,0,116,0,,706
2024,Smart,,#3,Pro+,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,168,435,Pure EV,,,Yes,0,116,0,,706
2023,GWM,,Ora,Extended Range GT,0,Electric,N/A,1,N/A,4,5,Hatch,2,Pure Electric,0,,,0,,,168,400,Pure EV,,,Yes,0,116,0,,706
2025,Kia,PE,EV6,GT-Line RWD,0,Electric,N/A,1,Other,4,5,Wagon,2,Pure Electric,0,,,0,,,169,560,Pure EV,,,Yes,0,117,0,,710
2024,Audi,,Q4 e-tron,45 Sportback,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,169,540,Pure EV,,,Yes,0,117,0,,710
2022,Tesla,,Model Y,LongRange (LY5LD),0,Electric,N/A,1,N/A,4,5,SUV,4,Pure Electric,0,,,0,,,169,533,Pure EV,,,Yes,0,117,0,,710
2025,Volkswagen,MY26,ID.5,GTX 250KW,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,169,526,Pure EV,,,Yes,0,117,0,,710
2022,Hyundai,,IONIQ6,LRG Range 20 inch,0,Electric,N/A,1,Auto,4,5,Sedan,4,Pure Electric,0,,,0,,,169,519,Pure EV,,,Yes,0,117,0,,710
2026,Geely,,EX5,Inspire Extended Range,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,169,450,Pure EV,,,Yes,0,117,0,,710
2025,MG,,MGS5 EV ,62kWh EV RWD Excite,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,169,430,Pure EV,,,Yes,0,117,0,,710
2025,MG,,MGS5 EV ,49kWh EV RWD Essence,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,169,335,Pure EV,,,Yes,0,117,0,,710
2024,Porsche,,Macan Electric,Macan Base 4,0,Electric,N/A,0,N/A,4,5,SUV,4,Pure Electric,0,,,0,,,170,624,Pure EV,,,No,2026,117,0,,714
2025,BYD,,SEALION 7,Premium,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,170,567,Pure EV,,,Yes,0,117,0,,714
2024,Hyundai,2025,IONIQ5,LR 20inch,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,170,530,Pure EV,,,Yes,0,117,0,,714
2025,Volkswagen,MY25,ID.5,GTX 250KW,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,170,522,Pure EV,,,Yes,0,117,0,,714
2025,BYD,,Atto 2,Dynamic,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,170,345,Pure EV,,,Yes,0,117,0,,714
2025,BYD,,Atto 2,Premium,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,170,345,Pure EV,,,Yes,0,117,0,,714
2024,Porsche,,Macan Electric,Macan 4S,0,Electric,N/A,0,N/A,4,5,SUV,4,Pure Electric,0,,,0,,,171,619,Pure EV,,,No,2026,118,0,,718
2024,Porsche,,Taycan,,0,Electric,N/A,2,Other,4,5,Coupe,2,Pure Electric,0,,,0,,,171,566,Pure EV,,,No,2026,118,0,,718
2022,Mercedes-Benz,H243,EQA Class,EQA350 4MATIC,0,Electric,N/A,1,Auto,4,5,Wagon,4,Pure Electric,0,,,0,,,171,464,Pure EV,,,Yes,0,118,0,,718
2024,BMW,U10,iX2,eDrive20,0,Electric,N/A,1,Auto,4,5,Wagon,4,Pure Electric,0,,,0,,,171,427,Pure EV,,3750,Yes,0,118,0,,718
2025,MG,,MGS5 EV ,62kWh EV RWD Essence,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,171,425,Pure EV,,,Yes,0,118,0,,718
2022,MG,,ZS EV,,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,171,360,Pure EV,,,Yes,0,118,0,,718
2022,Nissan,ZE1,Leaf,,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,171,311,Pure EV,,,Yes,0,118,0,,718
2020,Tesla,,Model S,SA3EP Performance,0,Electric,N/A,1,N/A,4,5,Hatch,4,Pure Electric,0,,,0,,,172,704,Pure EV,,,Yes,0,119,0,,722
2024,Porsche,,Macan Electric,Macan Turbo,0,Electric,N/A,0,N/A,4,5,SUV,4,Pure Electric,0,,,0,,,172,616,Pure EV,,,No,2026,119,0,,722
2024,Mercedes-Benz,X294,EQE SUV,300 SUV,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,172,606,Pure EV,,,Yes,0,119,0,,722
2025,Polestar,,2,310kW Long Range Dual Motor,0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,172,596,Pure EV,,,Yes,0,119,0,,722
2025,Polestar,,2,350kW Long Range Dual Motor Performance Pack,0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,172,568,Pure EV,,,Yes,0,119,0,,722
2026,Skoda,MY26,Enyaq,SUV RS,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,172,523,Pure EV,,,Yes,0,119,0,,722
2025,Volkswagen,MY26,ID.4,GTX 250KW,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,172,516,Pure EV,,,Yes,0,119,0,,722
2024,Hyundai,2025,IONIQ5,N Line,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,172,515,Pure EV,,,Yes,0,119,0,,722
2025,Volkswagen,MY25,ID.4,GTX 250KW,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,172,511,Pure EV,,,Yes,0,119,0,,722
2022,Kia,,EV6,GT-Line RWD,0,Electric,N/A,1,Other,4,5,Wagon,2,Pure Electric,0,,,0,,,172,504,Pure EV,,,Yes,0,119,0,,722
2024,MINI,U25,Countryman,E,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,172,422,Pure EV,,,Yes,0,119,0,,722
2025,MG,,IM IM5,100kWh EV RWD Lux,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,173,655,Pure EV,,,Yes,0,119,0,,727
2023,Ford,,Mach-E,Premium 4P RWD,0,Electric,N/A,1,CVT,4,5,SUV,2,Pure Electric,0,,,0,,,173,600,Pure EV,67,1200,Yes,0,119,0,,727
